,0
6510,UTP11L
6511,UTP3
6512,WDR74
6513,YTHDC2
6514,ZNF579
6515,ZNF638
6516,UL31
6517,UL37
6518,UL38
6519,UL42
6520,UL47
6521,UL22
6522,UL1
6523,UL10
6524,UL12
6525,UL13
6526,UL14
6527,UL17
6528,UL21
6529,UL24
6530,UL25
6531,UL36
6532,UL39
6533,UL40
6534,UL41
6535,UL48
6536,UL50
6537,UL51
6538,UL54
6539,UL56
6540,UL7
6541,UL19
6542,UL26
6543,UL30
6544,UL5
6545,UL6
6546,US1
6547,US10
6548,US11
6549,RL2
6550,RS1
6551,PPP1R18
6552,ZNF778
6553,CHRNA3
6554,PPAP2B
6555,PYCARD
6556,NUSAP1
6557,IPO8
6558,TLE3
6559,GLUL
6560,SELK
6561,MFN2
6562,SLC43A3
6563,VAMP2
6564,LZIC
6565,ABHD17C
6566,IGKV1-27
6567,DNAJC13
6568,LRCH4
6569,AHNAK
6570,BARX1
6571,ZNF740
6572,GOLGA3
6573,RPS27
6574,PRDX1
6575,FAAH
6576,PPCDC
6577,NT5DC3
6578,ETFB
6579,LAT2
6580,DOCK2
6581,MYO1F
6582,SEMA7A
6583,SRM
6584,TMX1
6585,SLC25A5
6586,CSTF2T
6587,MYO1G
6588,COPA
6589,TUBA4A
6590,PCNT
6591,DCD
6592,FAM101B
6593,HMX3
6594,PARN
6595,ELANE
6596,COPB1
6597,ARPC5
6598,FCGR1A
6599,USMG5
6600,SPATA5
6601,GNAI3
6602,SLTM
6603,HOXA10
6604,LGALS1
6605,PSMD6
6606,U2SURP
6607,SMC5
6608,PCBP2
6609,NUP210
6610,ACTBL2
6611,CCDC102A
6612,CPM
6613,ACTR2
6614,CTSG
6615,PIK3AP1
6616,XRCC6BP1
6617,AIMP1
6618,SAFB2
6619,TAOK3
6620,HIST2H2BF
6621,POGZ
6622,CHAMP1
6623,POLR2L
6624,POLR2G
6625,IKZF1
6626,MIS18BP1
6627,WDR55
6628,FAM207A
6629,NCOA5
6630,METAP1
6631,SUPT4H1
6632,CSTF3
6633,HMGA1
6634,HIST1H3J
6635,RPRD2
6636,HMGN2
6637,KRT2
6638,C6ORF132
6639,ACTA1
6640,POLR1B
6641,KRT5
6642,HIST2H3D
6643,KRT9
6644,KRT14
6645,FLG2
6646,KRT10
6647,HIST2H2AA4
6648,INTS3
6649,SEL1L
6650,WLS
6651,MAGT1
6652,POFUT1
6653,SUMF2
6654,MTAP
6655,SYN3
6656,FSD1
6657,CCDC124
6658,CNIH4
6659,PPP1R11
6660,RYR3
6661,EPS8L1
6662,FAM136A
6663,PEX1
6664,TMEM194A
6665,CD151
6666,BCS1L
6667,ALDH5A1
6668,KATNAL2
6669,CLCF1
6670,NEB
6671,TMEM200C
6672,DNASE2
6673,FIGNL1
6674,GRHPR
6675,PGLS
6676,SORD
6677,TBCD
6678,COMMD2
6679,TIMM23
6680,ACADSB
6681,AP3D1
6682,DNAAF5
6683,TMEM201
6684,C2CD5
6685,ABLIM1
6686,VPS37B
6687,SEC24D
6688,GNA11
6689,NDUFA13
6690,PDIA3
6691,H1FX
6692,IMPA1
6693,DNM2
6694,GSTZ1
6695,ALKBH5
6696,TRIP6
6697,ERP44
6698,GLUD1
6699,NT5DC1
6700,AIP
6701,BCKDK
6702,DDAH1
6703,IRF2BP1
6704,RPL29
6705,KNTC1
6706,DYNC1LI2
6707,STIM1
6708,NUDT2
6709,POLR2I
6710,FECH
6711,MRPL39
6712,PDXP
6713,CLIC4
6714,PSMF1
6715,CNDP2
6716,ACAA1
6717,UROD
6718,MKL2
6719,BRCC3
6720,ACTR1A
6721,ATP5I
6722,AKR1B1
6723,CMAS
6724,PGM2
6725,MTMR14
6726,CORO7
6727,ANXA11
6728,CAPZB
6729,SPAG9
6730,VASP
6731,MED15
6732,HPX
6733,PLBD2
6734,CP
6735,ASPH
6736,SND1
6737,AASS
6738,RCN2
6739,ARMCX3
6740,NDUFA6
6741,SLC25A13
6742,SLC25A24
6743,PON2
6744,ETFDH
6745,NDUFA9
6746,C20ORF24
6747,CYFIP2
6748,SMDT1
6749,DHX58
6750,KARS
6751,2310035C23RIK
6752,PAICS
6753,ADRM1
6754,PSMB3
6755,PSMB6
6756,PSMD12
6757,PSMD13
6758,PSMD2
6759,PSMD5
6760,TSPYL2
6761,KRTAP10-6
6762,ESRRG
6763,ZBTB9
6764,BIK
6765,HIST1H2AH
6766,PCNXL3
6767,RPS4Y1
6768,MRPL43
6769,MRPL49
6770,SF3B5
6771,MRPL15
6772,TMCC3
6773,TCOF1
6774,CPSF2
6775,SCAF1
6776,ANXA2P2
6777,ORC4
6778,SERPINB12
6779,RNF113A
6780,IGLL5
6781,SUGP2
6782,FIP1L1
6783,KAT6B
6784,ENY2
6785,NBPF20
6786,NOP14
6787,VARS2
6788,FNDC7
6789,RPS4Y2
6790,LDHAL6B
6791,TANC2
6792,RBMXL1
6793,FIBP
6794,NOL7
6795,HIST3H2A
6796,ATP13A1
6797,ACTR3
6798,C7ORF50
6799,CACYBP
6800,CTSD
6801,EIF3C
6802,EIF3L
6803,FEN1
6804,FKBP4
6805,HSPA4L
6806,KIF5B
6807,LARP4
6808,MSH6
6809,NARS
6810,NUDT5
6811,PABPC4
6812,PDIA4
6813,PELO
6814,PLS3
6815,PNP
6816,RANBP1
6817,RRP15
6818,S100A8
6819,SARS2
6820,TRMT1L
6821,VARS
6822,ZMPSTE24
6823,SRBD1
6824,ANKFY1
6825,JAK1
6826,IGHMBP2
6827,DHX37
6828,GTF3C2
6829,RFC1
6830,SLC4A1AP
6831,MAP7D1
6832,GART
6833,TAF4
6834,DHX38
6835,MARS
6836,RNF219
6837,LIG3
6838,ACAP2
6839,SDAD1
6840,TAB3
6841,IGKV2-40
6842,HSPA1B
6843,CXORF57
6844,IGF2BP2
6845,MAGED2
6846,ASPM
6847,HEATR5B
6848,SIPA1L3
6849,SAMD9
6850,OBSCN
6851,ZC3H15
6852,DTHD1
6853,EIF2S3
6854,MINA
6855,RNMTL1
6856,EEF1A1P5
6857,ATP5A1
6858,IGKV2D-28
6859,PDIA6
6860,RPP40
6861,ISG20L2
6862,PINX1
6863,PURA
6864,HNRNPCL3
6865,PRPSAP1
6866,CSNK2A3
6867,TRMT61A
6868,SPIN3
6869,MRPL46
6870,EIF2B1
6871,PRDX4
6872,FIZ1
6873,TOX4
6874,HOXA5
6875,RAI14
6876,PPP1R9A
6877,MYO1E
6878,MPRIP
6879,MYH14
6880,COL1A2
6881,COL1A1
6882,VANGL1
6883,CHIC2
6884,LURAP1
6885,DPPA2
6886,SNU114
6887,CDK12
6888,EEF1D
6889,RPS5
6890,MRPS6
6891,SEPT8
6892,DBT
6893,DHPS
6894,MEP1A
6895,MYL6
6896,SPTBN1
6897,GTF3C6
6898,CECR1
6899,ZCCHC8
6900,WIBG
6901,CCAR1
6902,SAP30BP
6903,PRCC
6904,IL7R
6905,EXOC3
6906,MTCH1
6907,RNF113B
6908,TSPYL1
6909,TNKS
6910,MBD4
6911,PKN3
6912,CDCA8
6913,NEURL4
6914,HS6ST2
6915,TNRC18
6916,SOGA1
6917,ANXA1
6918,ARHGDIB
6919,ARPC1B
6920,CHTOP
6921,CAP1
6922,CFL1
6923,CLIC1
6924,DARS
6925,EVL
6926,FAM107B
6927,ESYT1
6928,FLOT2
6929,GANAB
6930,GBP1
6931,GDI2
6932,GMFG
6933,GPI
6934,HCLS1
6935,HN1L
6936,IMPDH2
6937,LCP1
6938,NAMPT
6939,PPIB
6940,PTPRC
6941,SLC9A3R1
6942,TALDO1
6943,TLN1
6944,TPI1
6945,WARS
6946,WDR1
6947,ZC3H13
6948,GCC1
6949,SENP6
6950,ZDBF2
6951,CWF19L2
6952,DHX35
6953,CCDC18
6954,CWF19L1
6955,SLMAP
6956,GPATCH11
6957,ZNF830
6958,STRN
6959,HIST1H2AG
6960,RFWD3
6961,EPB4.1
6962,QK
6963,PPIL3
6964,ZNF526
6965,ZNF57
6966,RBM11
6967,ZNF107
6968,ZNF71
6969,ZRSR1
6970,RBMY1J
6971,LOC102724594
6972,MUC13
6973,LONRF1
6974,AKAP9
6975,PIBF1
6976,CLPX
6977,ACOT2
6978,IFFO2
6979,NADK2
6980,RUNDC1
6981,DAB2IP
6982,DAPK3
6983,CCDC138
6984,ETFA
6985,CNKSR2
6986,PPP6R1
6987,CEP131
6988,ZNF292
6989,ERC1
6990,ANGEL1
6991,ACOT9
6992,RALGAPA1
6993,INTS7
6994,C2CD3
6995,AHDC1
6996,GLS
6997,C17ORF104
6998,HPGD
6999,NDUFA10
7000,NDUFS2
7001,PNPLA8
7002,SNX7
7003,CDK5RAP1
7004,TRMT10C
7005,ZGRF1
7006,CEP72
7007,INTS2
7008,MICAL3
7009,SIPA1L2
7010,MRPS24
7011,NRIP1
7012,CHD6
7013,MRPL45
7014,MCM8
7015,OFD1
7016,PPFIA1
7017,PNPT1
7018,SUCLA2
7019,PHLDB2
7020,KIAA0391
7021,USP34
7022,KIAA0753
7023,ABCD3
7024,ALMS1
7025,ANAPC1
7026,ANKRD52
7027,KIAA1244
7028,ATG2B
7029,AZI2
7030,BBS2
7031,BEND3
7032,BIRC6
7033,C5ORF22
7034,CABLES1
7035,CAPN2
7036,CCDC77
7037,CCDC93
7038,CCSER2
7039,CEP192
7040,CEP350
7041,CEP97
7042,CFAP97
7043,CGN
7044,CLASP2
7045,CPSF3
7046,CRTC1
7047,CSPP1
7048,DDX11
7049,DENND4C
7050,DNMBP
7051,DPH1
7052,ENDOG
7053,ERCC6L
7054,EXOC2
7055,C1ORF86
7056,FAM160A1
7057,FOXK1
7058,KIAA0355
7059,GFOD1
7060,GIGYF1
7061,GLMN
7062,GRIPAP1
7063,HAUS3
7064,HAUS5
7065,HAUS6
7066,HEATR6
7067,HECA
7068,IDE
7069,INPP5F
7070,KANK2
7071,KIAA1671
7072,KIF3B
7073,KIF5C
7074,LRCH1
7075,LRCH2
7076,KIAA1804
7077,MAPK9
7078,MEX3A
7079,MLLT6
7080,MPHOSPH9
7081,MTFR2
7082,MTMR1
7083,N4BP2
7084,NCKAP5L
7085,NEK1
7086,NISCH
7087,NUDCD3
7088,NYNRIN
7089,OSBPL6
7090,C10ORF88
7091,PARP9
7092,PCK2
7093,PEX6
7094,PIK3C2A
7095,PIKFYVE
7096,PLEKHA5
7097,PLEKHA7
7098,PLEKHG1
7099,PLEKHM3
7100,POC1B
7101,POP7
7102,PRR12
7103,PTPN13
7104,R3HDM1
7105,RAB3D
7106,RALGAPB
7107,RAVER1
7108,RPP25L
7109,SALL1
7110,SHKBP1
7111,SNTB1
7112,SPAG1
7113,SPECC1L
7114,SYDE1
7115,TBK1
7116,TNRC6B
7117,TRAPPC8
7118,TROAP
7119,TSHZ3
7120,TTC12
7121,TTC28
7122,TTI1
7123,USP30
7124,UTRN
7125,VPS37A
7126,VPS41
7127,WASH3P
7128,FAM21A
7129,KIAA1033
7130,KIAA0196
7131,C2ORF44
7132,ZADH2
7133,ZCCHC2
7134,ZMYM1
7135,ZNF24
7136,ZNF536
7137,ZNF655
7138,C1ORF52
7139,FNBP4
7140,IFT57
7141,NUFIP1
7142,PJA2
7143,SMEK2
7144,STRN4
7145,POTEE
7146,LOC102724334
7147,POTEKP
7148,HIST3H2BB
7149,POTEJ
7150,HIST1H2AD
7151,HIST1H2AC
7152,LMO7
7153,HIST1H2BA
7154,HSPA7
7155,AKAP8L
7156,PCMT1
7157,DSG2
7158,HIST1H2AA
7159,HIST2H2AB
7160,GNAI1
7161,GNAS
7162,INA
7163,NEFM
7164,CLTCL1
7165,CHCHD3
7166,RPS15A
7167,GNAO1
7168,GPRC5A
7169,MYL12B
7170,MYO1B
7171,C4BPA
7172,RGS12
7173,GNAT3
7174,FAM83B
7175,RPS23
7176,GNAL
7177,RPL10L
7178,CD109
7179,NEFL
7180,CD55
7181,FBLL1
7182,RPLP1
7183,HIST2H2BC
7184,MSI2
7185,GNG12
7186,GNB4
7187,RPL21
7188,H3F3C
7189,CAPZA1
7190,CNTNAP4
7191,NAP1L1
7192,LYPD3
7193,MSRB3
7194,FAM83H
7195,MACF1
7196,MYH11
7197,STAG3
7198,MYO1A
7199,CFL2
7200,SPTBN4
7201,OTOA
7202,TPM3
7203,CHCHD6
7204,RAB12
7205,MYL9
7206,FN3KRP
7207,SPECC1
7208,PABPC1L
7209,RPL13AP3
7210,MYL6B
7211,ACTN3
7212,ACTN2
7213,PABPC1L2A
7214,SETX
7215,RPS26P11
7216,ASB7
7217,CSNK1A1L
7218,TSPAN10
7219,COPB2
7220,RBMXL2
7221,PTBP3
7222,CCDC171
7223,RPS29
7224,BST2
7225,FLNC
7226,TLR6
7227,ZSCAN2
7228,PKP3
7229,ATP5C1
7230,GNB3
7231,CTSA
7232,PRSS2
7233,TOP1MT
7234,SPTB
7235,GNAQ
7236,PRSS56
7237,LRRC8C
7238,SPTBN2
7239,KIDINS220
7240,TPM4
7241,CRKL
7242,RALYL
7243,ALPP
7244,TPM2
7245,CECR5
7246,RALGAPA2
7247,FAM83A
7248,TMOD2
7249,NEBL
7250,HIST1H4G
7251,COMMD4
7252,ROGDI
7253,ARPC4
7254,ATP2A1
7255,RPS10P5
7256,SQRDL
7257,KIF13A
7258,SNAPC4
7259,RTN4RL2
7260,HACL1
7261,AHNAK2
7262,HSDL2
7263,HSP90AA2P
7264,ALPPL2
7265,CDK14
7266,GPR113
7267,ANKRD35
7268,CYR61
7269,DDX4
7270,STOM
7271,ITIH4
7272,SLC2A12
7273,EXOSC9
7274,TRRAP
7275,HPSE
7276,IARS
7277,RBM12B
7278,CYBRD1
7279,PTBP2
7280,DLK1
7281,S100A10
7282,ACSL4
7283,HECTD4
7284,TNNC2
7285,ITPR2
7286,ZNF106
7287,PRKCDBP
7288,FER1L4
7289,LGALS4
7290,PPOX
7291,PAN3
7292,PCBP3
7293,SEC24B
7294,MORC2
7295,HSPB8
7296,HERC1
7297,SMTN
7298,CKAP4
7299,TOMM7
7300,P4HA2
7301,NAV3
7302,SSR3
7303,EFR3A
7304,TBC1D8B
7305,CTHRC1
7306,PKP4
7307,LIMD2
7308,SHROOM3
7309,SYNE2
7310,PLCG2
7311,ARPC3
7312,CCDC173
7313,FAM83D
7314,N4BP3
7315,PIK3CG
7316,ATAD3C
7317,SEC31B
7318,DYNC2H1
7319,PCLO
7320,RGPD4
7321,ERBB2IP
7322,ATP5H
7323,LCA5L
7324,MYO3B
7325,LOX
7326,ENTPD7
7327,SFSWAP
7328,KLB
7329,RPS28
7330,EML6
7331,CDC42BPB
7332,PLCD1
7333,RWDD3
7334,ZNF281
7335,TRIM7
7336,RBFOX3
7337,TRIM75P
7338,ANK2
7339,HMGN3
7340,QPCTL
7341,ZNF320
7342,HERC3
7343,ALG2
7344,FBLN7
7345,HADHA
7346,ZNF318
7347,SDHAF1
7348,SSH2
7349,CTCFL
7350,WDR6
7351,RNF181
7352,DPYSL5
7353,PIEZO2
7354,C9ORF89
7355,SAMD9L
7356,ZNF384
7357,CCDC25
7358,C19ORF33
7359,POLRMT
7360,XPNPEP3
7361,REEP5
7362,WDR13
7363,YME1L1
7364,GDNF
7365,ELFN1
7366,RASL12
7367,UAP1L1
7368,AQP8
7369,YARS
7370,USP9Y
7371,HSP90AA5P
7372,HAGH
7373,SIK1
7374,TRPV5
7375,TXNRD3NB
7376,PAX3
7377,CTAGE15
7378,PIGB
7379,CHD2
7380,MLIP
7381,IFIH1
7382,LPIN1
7383,OOEP
7384,NUP210L
7385,GBA3
7386,FAM200A
7387,C5ORF30
7388,PICALM
7389,APOBEC3F
7390,PPIP5K1
7391,ZNF438
7392,CDH9
7393,KIAA1586
7394,STAB1
7395,NANOS3
7396,SNCB
7397,CRYBG3
7398,TMEM254
7399,ACSBG1
7400,LUZP1
7401,MRPL53
7402,COG1
7403,WDR33
7404,RNF180
7405,GALNT6
7406,ABCD1
7407,PDZD8
7408,GYS2
7409,GDAP2
7410,SPRYD4
7411,PCNXL2
7412,PIGK
7413,NLN
7414,PLEKHM2
7415,LPHN1
7416,ZFAT
7417,CYP4F3
7418,MUC17
7419,P2RY11
7420,CLINT1
7421,MRPL3
7422,AGBL3
7423,TCEANC
7424,MRC2
7425,LRMP
7426,NAP1L4
7427,VAT1
7428,TEKT2
7429,MAEA
7430,ANKRD18A
7431,FAM161B
7432,PIP5K1B
7433,MIEF2
7434,STX1B
7435,PIWIL2
7436,GPNMB
7437,IRX4
7438,TRIM4
7439,DSCR3
7440,JRK
7441,SEMA4F
7442,SNRNP48
7443,STXBP4
7444,C16ORF62
7445,DOCK6
7446,RNPC3
7447,COMMD5
7448,SAV1
7449,COMMD8
7450,COMMD9
7451,COMMD3
7452,L1RE1
7453,COMMD10
7454,ANKRD36B
7455,ASZ1
7456,CARD9
7457,CCNDBP1
7458,DAAM2
7459,EXOC6
7460,F13A1
7461,GBE1
7462,HOMEZ
7463,KRT13
7464,KRT27
7465,KRT31
7466,KRT32
7467,KRT39
7468,KRT80
7469,LBX1
7470,LCN15
7471,MEI4
7472,NOTO
7473,PARVG
7474,PNMA1
7475,PROP1
7476,PYGM
7477,RAB3IL1
7478,RAB3IP
7479,RINT1
7480,SESTD1
7481,SPAG5
7482,SYCE1
7483,TEKT4
7484,THAP9
7485,TRIM2
7486,TTC23L
7487,EPN1
7488,CAMK1
7489,CCDC130
7490,LINS
7491,SRRM3
7492,ALDOA
7493,FUBP3
7494,DDX39
7495,PFKP
7496,SSR4
7497,SFXN4
7498,RRM2B
7499,NUDT19
7500,UBFD1
7501,MGEA5
7502,EIF4E2
7503,HIST1H2BK
7504,SLC2A1
7505,CSTF2
7506,CENPF
7507,GMPS
7508,SERPINH1
7509,NPEPPS
7510,HAUS7
7511,FAM21C
7512,PYK
7513,CP36
7514,PHC3
7515,SCMH1
7516,KIAA1377
7517,PTN
7518,NEK9
7519,FOXS1
7520,SLC11A1
7521,SNF1
7522,CSRNP1
7523,C1QA
7524,CNST
7525,TPRN
7526,PPP1R3C
7527,PPP1R3E
7528,PPP1R3G
7529,BTBD10
7530,CNP
7531,CNTN1
7532,DEAF1
7533,FRMPD4
7534,GLIPR1L2
7535,MIIP
7536,KCTD20
7537,LPIN2
7538,MAFG
7539,MAL2
7540,NDP
7541,PRR16
7542,SLC45A1
7543,SORL1
7544,SPRED1
7545,UBE2Z
7546,ULK1
7547,ZBTB11
7548,ZNF827
7549,PPP1R1B
7550,PTK2
7551,LBR
7552,CCND3
7553,STX1A
7554,APAF1
7555,CCNA1
7556,AGXT
7557,TUSC3
7558,DCX
7559,XPO4
7560,CSE1L
7561,TCTEX1D4
7562,SFRP1
7563,PPP1R32
7564,TOE1
7565,GPKOW
7566,PPP1R37
7567,NOM1
7568,PPP1R26
7569,CCDC181
7570,ZFYVE16
7571,STAM
7572,CSRNP2
7573,SYTL2
7574,HEYL
7575,PLCL2
7576,PPP1R36
7577,CASC1
7578,PPP1R21
7579,CSMD1
7580,DDX31
7581,PREX2
7582,DLG2
7583,PPP1R27
7584,ELFN2
7585,ELL
7586,CSRNP3
7587,FARP1
7588,GPATCH2
7589,GPR12
7590,HYDIN
7591,KCNK10
7592,CAMSAP3
7593,LMTK3
7594,PCDH11X
7595,PCIF1
7596,PKMYT1
7597,TMEM225
7598,RBM26
7599,RIMBP2
7600,SACS
7601,SFI1
7602,SLC7A14
7603,SPATA2
7604,SPOCD1
7605,TMEM132C
7606,TMEM132D
7607,TRIM42
7608,TSKS
7609,VPS54
7610,WDR81
7611,ZCCHC9
7612,ZFYVE1
7613,ZSWIM3
7614,VPS11
7615,RNF114
7616,SOCS2
7617,RGPD5
7618,DROSHA
7619,NSG1
7620,CACNB1
7621,TNFRSF10C
7622,UBD
7623,NCK2
7624,GABARAP
7625,LAMC1
7626,FLT1
7627,EPHA3
7628,CRHR1
7629,MAGEB1
7630,SERPINB10
7631,NOVA1
7632,MAPK12
7633,FGF12
7634,MRPS11
7635,IFIT5
7636,KCNAB1
7637,ODF3L2
7638,SPANXN4
7639,AMMECR1L
7640,KIAA1841
7641,C11ORF87
7642,C11ORF63
7643,CSAG1
7644,EIF3M
7645,RSRC2
7646,SETD3
7647,ARHGAP12
7648,DAW1
7649,OR6B3
7650,C16ORF78
7651,C18ORF25
7652,NOL4L
7653,YPEL2
7654,RSRP1
7655,HIRIP3
7656,PHF7
7657,LCE3D
7658,KCNN2
7659,RIMS4
7660,OCEL1
7661,EPB41L4A
7662,MBNL3
7663,NSMCE4A
7664,CLIC5
7665,SLAIN2
7666,STK26
7667,AURKC
7668,HBS1L
7669,KPTN
7670,LINC00312
7671,MAT2B
7672,SCPEP1
7673,TDRD1
7674,HIST4H4
7675,PKP1
7676,CIRBP
7677,NUDT16L1
7678,CIZ1
7679,KLHL8
7680,TIAL1
7681,YTHDF2
7682,CSRP1
7683,ZC3H4
7684,ENOX1
7685,SLC39A7
7686,REPIN1
7687,CKMT1B
7688,PURB
7689,ZNF787
7690,ENOX2
7691,KIF26B
7692,TGM1
7693,CSRP2
7694,YTHDF3
7695,ZNF385B
7696,C10ORF2
7697,TRAF4
7698,STRAP
7699,PCNP
7700,SLC25A11
7701,PTCD3
7702,ACTL6A
7703,ZNF687
7704,GEMIN2
7705,ATP2A3
7706,PYCR1
7707,TIMM50
7708,EHMT1
7709,FAM98B
7710,DIS3L2
7711,YARS2
7712,LENG8
7713,ABCB6
7714,ZC3HAV1L
7715,DUSP11
7716,MBNL2
7717,INTS6
7718,DPM1
7719,RORC
7720,PPP2R5E
7721,PDRG1
7722,CDCA2
7723,POLR3A
7724,SCRIB
7725,LRRC1
7726,C12ORF57
7727,PEAK1
7728,EIF2AK4
7729,C20ORF27
7730,CCDC85C
7731,GYG1
7732,PHACTR4
7733,CCDC85B
7734,POLR3E
7735,POLR3B
7736,RASSF7
7737,BIRC5
7738,AGL
7739,ATL3
7740,IPO9
7741,RANBP6
7742,PTPN7
7743,CDKN3
7744,MUC1
7745,PFDN6
7746,RGPD2
7747,TMEM194B
7748,DLGAP5
7749,RBM27
7750,AKIRIN1
7751,SUB
7752,SFRP5
7753,PACS1
7754,MAPRE2
7755,PPP2R5D
7756,PCBP2-OT1
7757,LTV1
7758,SCML1
7759,KDM1B
7760,KDM3A
7761,KDM6A
7762,PYGL
7763,C16ORF96
7764,TRAPPC13
7765,TRAPPC12
7766,SLC25A4
7767,PPP1R12B
7768,TBC1D4
7769,PDE5A
7770,CHTF8
7771,GYG
7772,TRIOBP
7773,MYPN
7774,PRRC1
7775,PDE2A
7776,PYGB
7777,SDHB
7778,H2-KE6
7779,MAP4
7780,MRPL14
7781,RILP
7782,OSBPL11
7783,HBA
7784,SYN2
7785,RASIP1
7786,LDHA
7787,HSPB6
7788,GCDH
7789,ECI1
7790,SYNPO2L
7791,TUBB5
7792,GPX3
7793,HADH
7794,CBR4
7795,SORBS2
7796,ADPRHL1
7797,GAS2L3
7798,KCTD3
7799,KCTD9
7800,FRYL
7801,DIAPH1
7802,BCL9L
7803,IRS2
7804,TXNDC16
7805,ATF7
7806,ARF2
7807,EIF1AX
7808,FXYD1
7809,PHAX
7810,SLC26A6
7811,SECISBP2L
7812,BAN
7813,MGA
7814,PRPF38B
7815,ZNF358
7816,ZNF777
7817,PRDM10
7818,ZNF121
7819,MRPS5
7820,SETD2
7821,PRDM15
7822,ZFP62
7823,MRPL47
7824,PIP5K1A
7825,PABPC4L
7826,PPAN-P2RY11
7827,GZF1
7828,PAPD5
7829,DST
7830,BBX
7831,MRPS33
7832,PATZ1
7833,TFB1M
7834,ZSCAN25
7835,NOL8
7836,CENPC
7837,TTF1
7838,FAM111A
7839,MRPL32
7840,PTCD1
7841,RGPD1
7842,RBPMS
7843,RBL2
7844,MED14
7845,MED24
7846,MED16
7847,MED17
7848,MED7
7849,MED6
7850,MED10
7851,JMJD1C
7852,RXRB
7853,PNRC1
7854,PNRC2
7855,TRAM1
7856,GSPT1
7857,TOB1
7858,TOB2
7859,ARID5A
7860,ATP6V1F
7861,TERT
7862,MRPS22
7863,MRPS2
7864,CDC53
7865,TMEM37
7866,UBE2B
7867,NOTCH2NL
7868,RFX6
7869,PLSCR1
7870,DYX1C1
7871,MRS2
7872,TPD52L1
7873,AGR3
7874,CASZ1
7875,DKK3
7876,FAM84B
7877,IL13RA2
7878,IL24
7879,ITIH5
7880,KLK9
7881,TFF1
7882,PRSS50
7883,S100A4
7884,RPP38
7885,NFKBIE
7886,KCNAB2
7887,DNAJB6
7888,SLC27A2
7889,MCAT
7890,WDR91
7891,ABHD10
7892,JPH1
7893,ATAD5
7894,C2ORF40
7895,NOB1
7896,SMN2
7897,BRMS1L
7898,SAP30L
7899,BRPF1
7900,ARID4A
7901,QPCT
7902,GID8
7903,ZNF800
7904,WDR26
7905,GID4
7906,POTEF
7907,GSN
7908,ZNF185
7909,LAD1
7910,MYO5B
7911,ARPC1A
7912,CTNNA2
7913,HIST1H2BO
7914,CUX1
7915,SRPRB
7916,MYO5A
7917,SRGAP2
7918,ZMYM3
7919,DHCR7
7920,EFHD2
7921,FOXP1
7922,TLK2
7923,NOP9
7924,SGPL1
7925,EFHD1
7926,NOMO1
7927,BPTF
7928,SHANK2
7929,NOMO2
7930,AIM1
7931,NTPCR
7932,CEP170B
7933,ARHGEF12
7934,LSM14B
7935,WIZ
7936,BDH1
7937,TARS2
7938,EXOSC1
7939,LSR
7940,TOM1L2
7941,PTRH2
7942,TMED9
7943,CSDE1
7944,PYCR2
7945,NCKAP1
7946,TADA2B
7947,RDH13
7948,ANKRD17
7949,EXOC4
7950,BRI3BP
7951,XPC
7952,MTPAP
7953,GMIP
7954,THEM6
7955,ARPC5L
7956,IGKV1-12
7957,FKBP8
7958,MLPH
7959,ORC3
7960,ZFHX3
7961,GATAD2B
7962,IGHV3-33
7963,MAD1L1
7964,MTA3
7965,TAF5L
7966,ATP5SL
7967,HBB
7968,AFD1
7969,PNPLA6
7970,RPS21
7971,DECR1
7972,CCDC47
7973,COPG2
7974,BAIAP2
7975,GIPC1
7976,PTGES2
7977,B3GAT3
7978,OSTC
7979,SHROOM2
7980,OPA1
7981,CHTF18
7982,NSUN5
7983,RAI1
7984,INTS4
7985,GFRA1
7986,MSL3P1
7987,ATP5J2
7988,PBX1
7989,SIPA1L1
7990,EDC3
7991,TTC37
7992,SNRPGP15
7993,MTFR1
7994,INTS9
7995,COPG1
7996,POLR2H
7997,RABL3
7998,HS2ST1
7999,STON2
8000,MROH1
8001,EP400NL
8002,SMC4
8003,FAR1
8004,ERMP1
8005,SLC25A40
8006,PXMP4
8007,SRPR
8008,POLDIP2
8009,AGFG1
8010,TADA1
8011,SH3BP4
8012,ACAT1
8013,LPCAT1
8014,ACSL3
8015,SCAF4
8016,TMED4
8017,EPS15L1
8018,CTTNBP2NL
8019,PKNOX1
8020,MTX1
8021,NT5E
8022,MPP5
8023,SEC61G
8024,PTPRK
8025,GOLGB1
8026,MAGOHB
8027,ZNRF1
8028,VWA9
8029,LACRT
8030,RBMS1
8031,LIMD1
8032,MAVS
8033,ARHGEF11
8034,DCTN4
8035,EIF4G3
8036,ABCF2
8037,RNF169
8038,TOMM70A
8039,SIX4
8040,CKMT1A
8041,SYNGR3
8042,HBA1
8043,KDELR1
8044,THBS1
8045,GPR89B
8046,SDF2
8047,CCDC101
8048,SCO2
8049,RAB27B
8050,HSDL1
8051,STX16
8052,MLEC
8053,TMEM65
8054,IGHV1-46
8055,LONP2
8056,CLMN
8057,TCF25
8058,LEMD3
8059,LCN2
8060,RPP14
8061,MYO9B
8062,LOC113230
8063,DAAM1
8064,GAPVD1
8065,DSG4
8066,ACTR5
8067,MIA3
8068,LLGL1
8069,SAMD4B
8070,SLC25A22
8071,CLDN3
8072,STT3A
8073,EPC2
8074,PREB
8075,INO80C
8076,CPSF3L
