,InteractorA,InteractorB
2638793,SNRNP70,G3BP1
2638794,SNRNP70,ALYREF
2638795,SNRNP70,MPHOSPH10
2638796,SNRNP70,MPHOSPH6
2638799,SNRNP70,SRRM1
2638800,SNRNP70,SF3B4
2638801,SNRNP70,AKAP8
2638802,SNRNP70,SAP18
2638803,SNRNP70,BCAS2
2638804,SNRNP70,DNAJA2
2638805,SNRNP70,TUBA1B
2638806,SNRNP70,TUBB3
2638807,SNRNP70,GNB2L1
2638809,SNRNP70,PPIH
2638812,SNRNP70,MYBBP1A
2638815,SNRNP70,NOP56
2638816,SNRNP70,RPP30
2638817,SNRNP70,MRPL28
2638819,SNRNP70,PAIP1
2638820,SNRNP70,HEXIM1
2638821,SNRNP70,MYL12A
2638822,SNRNP70,IGF2BP1
2638823,SNRNP70,IGF2BP3
2638824,SNRNP70,IGF2BP2
2638825,SNRNP70,KHDRBS1
2638828,SNRNP70,MRPS30
2638829,SNRNP70,CPSF4
2638830,SNRNP70,TXNL4A
2638831,SNRNP70,MAGED2
2638835,SNRNP70,HNRNPA0
2638836,SNRNP70,EBNA1BP2
2638838,SNRNP70,SF3B2
2638840,SNRNP70,CPSF6
2638841,SNRNP70,DDX52
2638842,SNRNP70,SNRNP35
2638843,SNRNP70,HNRNPUL1
2638844,SNRNP70,KRR1
2638845,SNRNP70,CLASRP
2638846,SNRNP70,PWP1
2638850,SNRNP70,MRPL3
2638853,SNRNP70,CASC3
2638854,SNRNP70,XRN2
2638856,SNRNP70,FASTKD2
2638857,SNRNP70,DHX30
2638859,SNRNP70,NCBP2
2638860,SNRNP70,KIN
2638862,SNRNP70,EXOSC7
2638864,SNRNP70,RBM34
2638865,SNRNP70,RRP1B
2638866,SNRNP70,ZC3H13
2638867,SNRNP70,MRPS27
2638868,SNRNP70,CLASP2
2638869,SNRNP70,GPATCH8
2638870,SNRNP70,MPRIP
2638871,SNRNP70,LARP4B
2638872,SNRNP70,FAM120A
2638873,SNRNP70,ZC3H4
2638874,SNRNP70,RRS1
2638876,SNRNP70,RRP12
2638877,SNRNP70,DNAJC9
2638878,SNRNP70,BOP1
2638879,SNRNP70,U2SURP
2638880,SNRNP70,ZNF629
2638882,SNRNP70,PUM2
2638883,SNRNP70,RRP8
2638884,SNRNP70,EXOSC2
2638885,SNRNP70,TARDBP
2638886,SNRNP70,PES1
2638887,SNRNP70,SKIV2L2
2638888,SNRNP70,RPL13A
2638890,SNRNP70,GTPBP4
2638891,SNRNP70,ACOT9
2638895,SNRNP70,LSM4
2638896,SNRNP70,RPL36
2638898,SNRNP70,FAM98A
2638899,SNRNP70,UPF2
2638900,SNRNP70,LTN1
2638901,SNRNP70,RAI14
2638902,SNRNP70,CHTOP
2638903,SNRNP70,PRPF31
2638904,SNRNP70,SERBP1
2638905,SNRNP70,RSL1D1
2638906,SNRNP70,ERAL1
2638907,SNRNP70,GNL3
2638908,SNRNP70,TIMM13
2638909,SNRNP70,MRPL46
2638910,SNRNP70,TBL2
2638912,SNRNP70,AKAP8L
2638913,SNRNP70,TRUB2
2638914,SNRNP70,CYFIP2
2638915,SNRNP70,TRMT2A
2638916,SNRNP70,SND1
2638917,SNRNP70,VPS4A
2638918,SNRNP70,DIMT1
2638920,SNRNP70,ZNF638
2638921,SNRNP70,HTATSF1
2638923,SNRNP70,APOBEC3C
2638924,SNRNP70,IGHV3-72
2638925,SNRNP70,MRPS28
2638926,SNRNP70,MRPS18B
2638927,SNRNP70,C19ORF53
2638928,SNRNP70,MRPL13
2638929,SNRNP70,MRPL18
2638931,SNRNP70,MRPL22
2638932,SNRNP70,CFAP20
2638933,SNRNP70,SAP30BP
2638934,SNRNP70,TMOD3
2638935,SNRNP70,OLA1
2638936,SNRNP70,GNL2
2638937,SNRNP70,RBM15B
2638938,SNRNP70,CPSF1
2638941,SNRNP70,MYEF2
2638943,SNRNP70,MTERF3
2638944,SNRNP70,EXOSC1
2638945,SNRNP70,RRP15
2638946,SNRNP70,MRPS16
2638947,SNRNP70,RPS27L
2638948,SNRNP70,YARS2
2638949,SNRNP70,MRPL2
2638950,SNRNP70,MRPL4
2638952,SNRNP70,TFB1M
2638953,SNRNP70,MRPS2
2638954,SNRNP70,RPL26L1
2638955,SNRNP70,HSD17B12
2638956,SNRNP70,MRTO4
2638957,SNRNP70,MRPL51
2638958,SNRNP70,MRPL30
2638959,SNRNP70,RSRC1
2638960,SNRNP70,ARL6IP4
2638961,SNRNP70,MRPS17
2638962,SNRNP70,NIP7
2638963,SNRNP70,DDX41
2638964,SNRNP70,YTHDF2
2638965,SNRNP70,RTCB
2638966,SNRNP70,PPHLN1
2638968,SNRNP70,SRRT
2638969,SNRNP70,NOP58
2638970,SNRNP70,MRPL48
2638971,SNRNP70,MRPS23
2638973,SNRNP70,PTRH2
2638974,SNRNP70,CDK5RAP1
2638975,SNRNP70,ZFR
2638976,SNRNP70,CPSF3
2638977,SNRNP70,LUC7L3
2638978,SNRNP70,CDK12
2638980,SNRNP70,CPSF2
2638981,SNRNP70,MRPL39
2638983,SNRNP70,RBM27
2638984,SNRNP70,MRPS21
2638985,SNRNP70,DGCR8
2638986,SNRNP70,DHX29
2638987,SNRNP70,EXOSC4
2638988,SNRNP70,MRPL50
2638989,SNRNP70,DDX56
2638990,SNRNP70,GPATCH4
2638991,SNRNP70,TEX10
2638992,SNRNP70,NSUN2
2638993,SNRNP70,YTHDF1
2638994,SNRNP70,TRMT10C
2638995,SNRNP70,MRPL16
2638997,SNRNP70,PAK1IP1
2638999,SNRNP70,MRPL20
2639001,SNRNP70,SAMD4B
2639002,SNRNP70,MAGOHB
2639003,SNRNP70,PRPF38B
2639004,SNRNP70,RBM28
2639006,SNRNP70,SRBD1
2639007,SNRNP70,SDAD1
2639008,SNRNP70,MRPS18A
2639010,SNRNP70,RNMTL1
2639011,SNRNP70,FANCI
2639012,SNRNP70,SMU1
2639013,SNRNP70,BRIX1
2639014,SNRNP70,TMA16
2639016,SNRNP70,LSG1
2639018,SNRNP70,LRRC59
2639019,SNRNP70,C17ORF85
2639021,SNRNP70,ZCCHC8
2639022,SNRNP70,RNPC3
2639023,SNRNP70,LYAR
2639026,SNRNP70,MAP7D1
2639027,SNRNP70,WDR11
2639028,SNRNP70,TSR1
2639029,SNRNP70,CCAR1
2639030,SNRNP70,WDR12
2639031,SNRNP70,ZC3H15
2639032,SNRNP70,RCC2
2639033,SNRNP70,NKRF
2639035,SNRNP70,PPAN
2639036,SNRNP70,ZC3HAV1
2639037,SNRNP70,EXOSC5
2639039,SNRNP70,XAB2
2639040,SNRNP70,BBX
2639041,SNRNP70,DDX24
2639042,SNRNP70,MRPL47
2639043,SNRNP70,THOC2
2639044,SNRNP70,ISY1
2639045,SNRNP70,SCAF4
2639046,SNRNP70,CCAR2
2639047,SNRNP70,LSM2
2639048,SNRNP70,RBM25
2639050,SNRNP70,ELAC2
2639051,SNRNP70,EEFSEC
2639052,SNRNP70,MRPL17
2639054,SNRNP70,RBM26
2639055,SNRNP70,MRPS25
2639056,SNRNP70,METTL17
2639057,SNRNP70,RBM15
2639058,SNRNP70,DDX31
2639059,SNRNP70,YTHDC2
2639061,SNRNP70,MRPS24
2639062,SNRNP70,MRPS15
2639063,SNRNP70,MRPS11
2639065,SNRNP70,MRPS6
2639066,SNRNP70,MRPS5
2639067,SNRNP70,MRPL41
2639068,SNRNP70,MRPL40
2639069,SNRNP70,MRPL38
2639070,SNRNP70,MRPL11
2639071,SNRNP70,MRPL9
2639072,SNRNP70,MRPL1
2639073,SNRNP70,MRPL44
2639074,SNRNP70,KRI1
2639075,SNRNP70,UPF3B
2639076,SNRNP70,RSRC2
2639077,SNRNP70,C8ORF33
2639078,SNRNP70,MRPS34
2639079,SNRNP70,DDX50
2639080,SNRNP70,C7ORF25
2639081,SNRNP70,SPATA5L1
2639082,SNRNP70,DDX54
2639083,SNRNP70,NOC4L
2639084,SNRNP70,METTL16
2639085,SNRNP70,C1ORF35
2639086,SNRNP70,RBM42
2639087,SNRNP70,THOC6
2639088,SNRNP70,NKAP
2639089,SNRNP70,MRPL24
2639090,SNRNP70,ZNF768
2639091,SNRNP70,TEFM
2639092,SNRNP70,SNIP1
2639096,SNRNP70,TUBAL3
2639097,SNRNP70,CPSF7
2639099,SNRNP70,CAAP1
2639100,SNRNP70,MZT2B
2639101,SNRNP70,THOC7
2639102,SNRNP70,TARS2
2639103,SNRNP70,WDR82
2639104,SNRNP70,CLPB
2639105,SNRNP70,FIP1L1
2639106,SNRNP70,TRMT1L
2639107,SNRNP70,SF3B5
2639108,SNRNP70,GRWD1
2639109,SNRNP70,EIF2A
2639110,SNRNP70,ACAD11
2639111,SNRNP70,CEP78
2639112,SNRNP70,RPF2
2639113,SNRNP70,FAR1
2639114,SNRNP70,FYTTD1
2639115,SNRNP70,NOA1
2639116,SNRNP70,PHF6
2639117,SNRNP70,WIBG
2639118,SNRNP70,NUDT16L1
2639119,SNRNP70,C7ORF50
2639121,SNRNP70,CMSS1
2639122,SNRNP70,THOC3
2639123,SNRNP70,NIFK
2639124,SNRNP70,ZC3H8
2639125,SNRNP70,MRPL43
2639126,SNRNP70,TUBB6
2639127,SNRNP70,TUBA1C
2639128,SNRNP70,PHF5A
2639129,SNRNP70,LTV1
2639130,SNRNP70,PRPF38A
2639132,SNRNP70,ZCCHC3
2639134,SNRNP70,GTPBP10
2639135,SNRNP70,GADD45GIP1
2639136,SNRNP70,DHX57
2639138,SNRNP70,MTDH
2639139,SNRNP70,NAF1
2639140,SNRNP70,TIMM50
2639141,SNRNP70,HNRNPLL
2639142,SNRNP70,PAXBP1
2639143,SNRNP70,LARP4
2639145,SNRNP70,CCDC124
2639146,SNRNP70,MRPL53
2639147,SNRNP70,MRPL54
2639148,SNRNP70,FTSJ3
2639149,SNRNP70,EXOSC6
2639150,SNRNP70,ZC3H18
2639151,SNRNP70,MSI2
2639152,SNRNP70,HEXIM2
2639153,SNRNP70,LSM12
2639154,SNRNP70,MRPL10
2639155,SNRNP70,ZNF787
2639156,SNRNP70,MRPL55
2639158,SNRNP70,SREK1
2639159,SNRNP70,LSM14B
2639160,SNRNP70,SPATA5
2639161,SNRNP70,DHX36
2639162,SNRNP70,PGAM5
2639163,SNRNP70,ZNF48
2639164,SNRNP70,APOBEC3F
2639165,SNRNP70,MRPL21
2639166,SNRNP70,HNRNPA3
2639167,SNRNP70,HNRNPUL2
2639168,SNRNP70,RSBN1L
2639169,SNRNP70,YTHDF3
2639170,SNRNP70,ZNF326
2639171,SNRNP70,RPUSD3
2639172,SNRNP70,RPL7L1
2639174,SNRNP70,NRBP2
2639175,SNRNP70,TUBB2B
2639176,SNRNP70,LIN28B
2639177,SNRNP70,MEX3D
2639180,SNRNP70,CKMT1A
2639181,SNRNP70,RPL39P5
2639182,SNRNP70,C7ORF55-LUC7L2
2639184,SNRNP70,RPS17
2639185,SNRNP70,IGKV4-1
2639194,SNRNP70,MAPT
2640090,DPPA3,PPP1CC
2644106,EWSR1,SNRNP70
2644233,FUS,PPP1CC
2644580,POLR2A,SNRNP70
2644629,ITFG1,SNRNP70
2644759,ITFG1,HIST1H4A
2649039,ARAF,HIST1H4A
2653141,BIRC3,HIST1H4A
2653270,BIRC3,SNRNP70
2654565,STAU1,HIST1H4A
2655906,NFX1,PPP1CC
2655980,NFX1,SNRNP70
2657340,WWP2,SNRNP70
2657407,WWP2,HIST1H4A
2658056,BRD7,PPP1CC
2660356,ITGA2B,HIST1H4A
2678407,SNRNP70,CACTIN
2679206,SNRNP70,CWC22
2681049,MECOM,HELLS
2686576,1110037F02RIK,SNRNP70
2690989,CTNNB1,SNRNP70
2691418,TEX101,HIST1H4A
2692033,EP300,SNRNP70
2692086,EP300,PPP1CC
2692974,SIRT3,HIST1H4A
2693452,CMTR1,HIST1H4A
2697028,RIOK2,PRDM16
2699857,TSG101,PRDM16
2700713,RUNX1T1,PRDM16
2701163,MID2,PRDM16
2701631,TXLNA,PRDM16
2701726,MECOM,CLIC3
2706894,ACOT8,PRDM16
2707275,PPP1R2P9,PPP1CC
2707571,ZNF629,PPP1CC
2708981,SNRNP70,SRRM4
2708982,SNRNP70,GTPBP2
2713329,DDX6,PRDM16
2717691,NEK6,PRDM16
2725654,TEX10,PRDM16
2725683,XPA,PRDM16
2726157,ARRB1,PRDM16
2727143,TCHP,PRDM16
2728405,PRDM16,PLK4
2728406,PRDM16,MIPOL1
2728407,PRDM16,LONRF1
2728408,PRDM16,LENG8
2728409,PRDM16,GLMN
2728410,PRDM16,POLR3C
2728411,PRDM16,C6ORF165
2728412,PRDM16,CCDC13
2743006,C14ORF180,PPP1CC
2746561,CASP3,SNRNP70
2746977,ARIH2,SNRNP70
2748163,ZBTB7B,PPP1CC
2748838,PLEKHA4,PPP1CC
2749084,PLEKHA4,SNRNP70
2752735,PINK1,HIST1H4A
2783409,HIST1H4A,NEB
2783412,HIST1H4A,EMX2
2783413,HIST1H4A,HIST2H2BF
2783415,HIST1H4A,C11ORF70
2783660,SNRNP70,DENND4A
2784166,HIST3H3,PRDM16
2785440,DENND3,HIST1H4A
2785492,KIAA2018,HIST1H4A
2785529,HIST1H2AB,HIST1H4A
2785550,HIST1H4A,HIST2H2BC
2785551,HIST1H4A,HSPA7
2785552,HIST1H4A,IGSF3
2785553,HIST1H4A,SVIL
2785554,HIST1H4A,VWF
2785555,HIST1H4A,PTPRF
2785559,HIST1H4A,HIST1H1A
2785560,HIST1H4A,SYDE2
2785561,HIST1H4A,LARP1B
2785562,HIST1H4A,DTX2
2785563,HIST1H4A,UTP15
2785564,HIST1H4A,HIST1H2AJ
2785565,HIST1H4A,HIST1H2BL
2785566,HIST1H4A,JPH2
2785567,HIST1H4A,TBCD
2785568,HIST1H4A,SUCO
2785569,HIST1H4A,SHANK1
2787246,AIFM1,SNRNP70
2787508,HIST2H3PS2,HIST1H4A
2787544,HIST1H4A,LOC102724334
2787546,HIST1H4A,UBA52
2787547,HIST1H4A,HIST3H3
2787549,HIST1H4A,COL23A1
2789142,IGFBP3,HIST1H4A
2792039,NSP2,PPP1CC
2792938,NSP5,PPP1CC
2796590,ORF7B,PPP1CC
2809432,MAP1LC3B,PPP1CC
2811472,PPP1R3A,PPP1CC
2814623,LSM1,SNRNP70
2816223,SMG7,MECOM
2820015,NEK4,PPP1CC
2823164,CIT,HIST1H4A
2823241,CIT,PPP1CC
2823719,CIT,SNRNP70
2824336,ANLN,HIST1H4A
2825231,AURKB,HIST1H4A
2825373,AURKB,PPP1CC
2825613,CHMP4B,HIST1H4A
2825709,CHMP4B,PPP1CC
2826685,CHMP4C,SNRNP70
2828362,ECT2,HIST1H4A
2828546,ECT2,PPP1CC
2828771,ECT2,SNRNP70
2829083,KIF14,HIST1H4A
2830121,KIF14,SNRNP70
2831013,KIF20A,PPP1CC
2831600,KIF20A,SNRNP70
2832452,KIF23,PPP1CC
2832657,KIF23,SNRNP70
2832907,PRC1,PPP1CC
2833520,PRC1,SNRNP70
2840927,BRWD3,HIST1H4A
2841085,PHIP,PRDM16
2841086,PHIP,MECOM
2843296,PYHIN1,HIST1H4A
2843495,MNDA,PPP1CC
2845382,ARHGAP20,SNRNP70
2845444,ARHGAP24,SNRNP70
2845552,ARHGAP35,SNRNP70
2845696,ARHGAP9,SNRNP70
2845802,ARHGEF16,SNRNP70
2845937,DEPDC1B,SNRNP70
2845983,DOCK8,SNRNP70
2846079,INPP5B,SNRNP70
2846239,PLEKHG3,SNRNP70
2846281,PLEKHG7,SNRNP70
2846336,SRGAP1,SNRNP70
2862522,FASN,MECOM
2872483,HNRNPH1,PPP1CC
2877639,CDC42,SNRNP70
2877729,USP15,HIST1H4A
2877897,NMRAL1,PPP1CC
2878340,SUMO2,PPP1CC
2878874,NDN,HIST1H4A
2879142,MAPK14,SNRNP70
2883651,BRD4,SNRNP70
2886385,NUPR1,HIST1H4A
2886583,NUPR1,PPP1CC
2886686,NUPR1,SNRNP70
2888954,HIST2H3C,HIST1H4A
2891132,CIC,PPP1CC
2892660,UBR5,PPP1CC
2899527,APC2,HIST1H4A
2899794,APC2,PPP1CC
2902903,CFD,HIST1H4A
2903402,FNDC5,HIST1H4A
2905791,FBP1,HIST1H4A
2906329,POLA1,HIST1H4A
2907594,LGALS9,HIST1H4A
2908053,LGALS9,SNRNP70
2908061,LGALS9,PPP1CC
2909710,METTL21E,PPP1CC
2910000,GSK3A,HIST1H4A
2910050,GSK3B,HIST1H4A
2932468,RNF208,HIST1H4A
2933690,SNRNP70,RNU1-1
2937825,HSPA1L,PPP1CC
2943638,PRDM16,GAPDHS
2943673,PFN2,SNRNP70
2944279,MYCBP,MECOM
2944773,MECOM,APPBP2
2945112,PRSS3,PRDM16
2945833,MECOM,CHCHD2
2949459,PRDM16,DMBT1
2949899,S100A14,PRDM16
2950174,MYO6,SNRNP70
2951232,RPS26,PRDM16
2952290,PRDM16,TUBA1C
2954953,DDX58,PPP1CC
2955820,DDX58,PRDM16
2970526,OGT,SNRNP70
2971829,HIST1H4A,PSME4
2972381,SPOP,HIST1H4A
2972631,TRIM37,MECOM
2972875,AR,HIST1H4A
2973274,ATG5,HIST1H4A
2973858,PARK2,HIST1H4A
2974243,UFL1,HIST1H4A
2974321,UFL1,PPP1CC
2974572,UFL1,SNRNP70
2975138,DDRGK1,HIST1H4A
2975143,DDRGK1,PPP1CC
2975295,DDRGK1,SNRNP70
2976402,TP53,HIST1H4A
2976494,TP53,SNRNP70
2982873,CENPA,MECOM
2984332,COX8A,PPP1CC
2986615,DIRAS3,PPP1CC
2993202,LAMP3,PPP1CC
2997145,NIFK,PPP1CC
3012145,TRIM37,HIST1H4A
3012215,TRIM37,PPP1CC
3013120,SKA3,SNRNP70
3013352,TRIM27,MECOM
3014933,HTRA4,PPP1CC
3016535,FZR1,SNRNP70
3022246,RAD23A,HIST1H4A
3022366,NUDCD2,HIST1H4A
3026549,ZBTB2,SNRNP70
3035000,HIST1H4A,HIST1H2AG
3035774,MECOM,MYBPC2
3040451,MECOM,MYH1
3040690,MECOM,TTN
3040908,PRDM16,ZNF516
3046198,HIST1H4A,PPTC7
3053773,MECOM,NEB
3054392,MECOM,MYL1
3067494,MECOM,CKM
3068358,PRDM16,DLGAP4
3069316,HIST1H4A,PAGE5
3073139,HIST1H4A,H2AFY2
3073754,BTBD17,PRDM16
3077904,MECOM,CA3
3078678,MECOM,ATP2A1
3080520,MECOM,LAIR2
3081182,MECOM,PYGM
3088107,MECOM,MYL3
3089191,MECOM,DES
3093913,MECOM,TPM2
3099316,MECOM,ACTN3
3102542,MECOM,TNNI2
3107939,MECOM,ACTA1
3109832,MECOM,MYH8
3109833,MECOM,MYH7
3109836,MECOM,MYH4
3109837,MECOM,MYH2
3119349,PRDM16,RCOR2
3124396,MECOM,TNNC2
3128515,MECOM,MYLPF
3129558,PRDM16,RCOR1
3131021,GRXCR1,PPP1CC
3171183,MECOM,ZBTB20
3183371,SNRNP70,CCDC9
3192849,TAX1BP3,PPP1CC
3197199,SPRTN,HIST1H4A
3198644,BTF3,HIST1H4A
3199100,SLFN11,HIST1H4A
3199674,PML,HIST1H4A
3202351,FBXW7,HIST1H4A
3202583,FBXW7,MECOM
3202992,CUL9,HIST1H4A
3205989,NLRP7,PPP1CC
3214486,NSP10,SNRNP70
3214552,NSP11,SNRNP70
3214702,NSP13,SNRNP70
3214809,NSP14,SNRNP70
3215022,NSP16,SNRNP70
3215484,NSP6,SNRNP70
3215637,NSP7,SNRNP70
3215712,NSP8,SNRNP70
3216253,ORF3B,SNRNP70
3216925,ORF9B,SNRNP70
3216987,ORF9C,SNRNP70
3217752,HIST1H3A,SNRNP70
3304654,RCHY1,HIST1H4A
3305320,CCNF,HIST1H4A
3305421,CCNF,SNRNP70
3307504,OPTN,SNRNP70
3307747,CALCOCO2,PPP1CC
3307804,TOLLIP,SNRNP70
3308461,SLFN11,SNRNP70
3310955,SIRT6,HIST1H4A
3311171,SIRT6,SNRNP70
3312772,NR3C1,HIST1H4A
3313757,ELK3,MECOM
3313803,ELK3,PRDM16
3314178,FEV,MECOM
3315562,KLF12,MECOM
3315627,KLF12,PRDM16
3315816,KLF16,MECOM
3315989,KLF3,MECOM
3316056,KLF3,PRDM16
3316308,KLF8,MECOM
3318722,SOX6,MECOM
3318729,SOX6,PRDM16
3318921,SP7,SNRNP70
3322907,SIK2,PPP1CC
3322976,PIGR,HIST1H4A
3326604,RAC1,PPP1CC
3327929,RHOQ,PPP1CC
3328553,RHOG,PPP1CC
3328711,RHOA,PPP1CC
1161,EP300,TFAP2A
5262,EP300,EGR1
13730,EP300,MAF
16862,ZNF10,TRIM28
22571,PROX1,EP300
23034,TRIM28,SETDB1
25158,EP300,CITED2
38551,CG11656,PINK1
40657,NNF1A,PINK1
46145,FANCD2,CG3353
48025,PINK1,NEOS
133665,EP300,JMY
242961,TFE3,TRIM28
243023,TNFRSF10D,TRIM28
243163,HLA-B,TRIM28
243391,TNFRSF1A,FANCD2
243393,TNFRSF1B,FANCD2
243478,SNRNP40,MAGEA6
243481,MAGEA6,LRPPRC
243482,MAGEA6,GCN1L1
243483,MAGEA6,DDOST
243484,MAGEA6,EIF4G2
243485,MAGEA6,CCAR2
243486,MAGEA6,XPO5
243487,MAGEA6,EIF4G1
243488,MAGEA6,DNAAF5
243489,MAGEA6,HDLBP
243550,RIOK3,MAGEA6
243806,ATM,FANCD2
243885,FANCD2,BLM
243963,EP300,BRCA1
244272,FANCD2,BRCA2
244642,FANCD2,NBN
245019,MEN1,FANCD2
245397,FANCD2,BRCA1
245550,NCOA3,EP300
245599,FANCD2,FANCE
251226,TP53,EP300
252516,SS18L1,EP300
252684,EP300,PIAS3
252836,EP300,CLOCK
252837,EP300,ARNTL
252838,EP300,NPAS2
253057,KLF5,EP300
258764,ING4,EP300
258765,ING5,EP300
258921,EP300,N4BP2
259294,TRIM28,TRIM24
259297,ZNF74,TRIM28
259331,ZNF197,TRIM28
260722,MEF2D,EP300
260742,EP300,PPARG
260743,EP300,ESR1
260975,EP300,KAT2B
260976,EP300,RELA
260982,EP300,YY1
262088,CBX5,TRIM28
262307,EP300,SMAD2
262482,NCOR1,TRIM28
262508,EP300,ETS1
262509,EP300,ETS2
262511,ELK1,EP300
262519,SS18,EP300
262523,CDX2,EP300
262524,PAX6,EP300
262532,CREB1,EP300
262533,EP300,USF2
262534,EP300,FEN1
262543,MEF2A,EP300
262546,THRA,EP300
262550,EP300,RORA
262553,MYOD1,EP300
262559,TSG101,EP300
262561,EP300,MYBL2
262567,EP300,ING1
262571,EP300,SMAD1
262574,EP300,TWIST1
262582,EP300,NEUROD1
262587,HAND2,EP300
262713,EP300,DTX1
262715,EP300,ASCL1
262733,GPS2,EP300
262736,HNRNPU,EP300
262740,EP300,SMAD7
262744,MAML1,EP300
262747,EP300,EID1
262758,RBM14,EP300
262761,EP300,CITED4
262773,EP300,HIF1A
262777,MDM4,EP300
262786,NCOA6,EP300
262790,TADA3,EP300
262792,GATA6,EP300
262929,BCL3,EP300
263331,EP300,MGMT
263361,DDX5,EP300
263385,EP300,CITED1
263406,EP300,PELP1
263436,EP300,SREBF2
263437,NFATC2,EP300
263454,EP300,TRIP4
263470,STAT2,EP300
263473,EP300,STAT3
263474,EP300,STAT1
263511,EP300,TDG
263518,NUP98,EP300
263519,EP300,TRERF1
263525,TGS1,EP300
263549,NEUROG1,EP300
263570,SNIP1,EP300
263572,EP300,SMAD4
263641,IRF2,EP300
263931,NR4A1,EP300
263934,EP300,HNF1A
263936,LEF1,EP300
263944,MEF2C,EP300
263957,EP300,MDM2
263965,EP300,CCND1
263967,PPARA,EP300
264147,EP300,PCNA
264150,EP300,XPA
264151,TAL1,EP300
264154,PTMA,EP300
264156,CEBPB,EP300
264194,EP300,POLR2A
268538,FANCD2,DCLRE1A
270309,EP300,COPS6
270881,TRIM28,SPG7
270882,TRIM28,VIM
271442,TRIM28,CHD3
278712,TRIM6,TRIM28
278713,TRIM28,TRIM23
279348,EP300,SUB1
279349,STAT6,EP300
279745,EP300,ZBTB17
287249,CBX1,TRIM28
287250,CBX3,TRIM28
303694,TRIM28,SU(VAR)205
316200,TRIM28,CEBPB
316201,TRIM28,NR3C1
317849,EP300,HIST3H3
317850,EP300,HIST4H4
330300,FANCD2,KAT5
334468,EP300,TAF1B
334469,EP300,NAP1L1
334470,EP300,NAP1L4
336747,RRP1B,TRIM28
338531,CREBBP,EP300
338532,USF1,EP300
424800,MEPCE,TRIM28
424868,CDK9,TRIM28
424912,RUVBL2,TRIM28
430926,AIRE,TRIM28
435202,NCOA1,EP300
435399,EP300,HDAC6
437491,HDAC10,TRIM28
437494,TRIM28,PAX3
437964,UBE2U,TRIM28
442439,NR4A1,TRIM28
442449,TRIM28,NR4A3
445641,EP300,RECQL4
445644,EP300,BTRC
445804,ANAPC7,EP300
445806,EP300,ANAPC5
445810,CDC16,EP300
445812,ANAPC2,EP300
445817,CDH1,EP300
445819,CDC20,EP300
448193,EP300,HDAC3
448202,EP300,CDT1
463402,ATF4,EP300
463520,REL,EP300
463530,DDX17,EP300
463564,EP300,MAX
464232,MDM2,TRIM28
464293,EP300,POP-1
464304,SP1,EP300
464430,MAP3K5,EP300
464431,PAK2,EP300
464432,GRB2,EP300
465163,SERTAD1,TRIM28
465164,SERTAD2,TRIM28
465331,EP300,CHUK
465332,EP300,NOTCH1
465363,EP300,ELSPBP1
465364,EP300,SOX9
465795,EP300,HIST1H3A
467571,CDCA4,TRIM28
467711,CTBP2,EP300
467803,NUPR1,EP300
467819,EP300,TNP2
468081,KAT6A,EP300
468091,ZNF350,TRIM28
468097,TBX21,EP300
468105,SIRT2,EP300
468130,NCOR1,EP300
468131,NCOR2,EP300
468193,EP300,PARP1
468332,PPARGC1A,EP300
470046,ZFP354A,TRIM28
470084,TRIM28,ZFP661
470299,TLE6,EP300
470527,CTTN,EP300
470799,USP1,FANCD2
470876,PPARD,EP300
470888,CARM1,EP300
470911,RUNX1,EP300
470912,HIPK2,EP300
471585,NANOG,TRIM28
471607,NR0B1,TRIM28
471647,ZFP42,TRIM28
471903,EP300,SMAD3
472117,PLAGL1,EP300
472123,EP300,HDAC1
472172,EP300,ING2
477859,EP300,SP3
477876,EP300,RUNX2
477877,CALCOCO1,EP300
478514,PARP2,TRIM28
478516,TRIM28,PARP1
478608,EP300,GTF3C1
478609,EP300,GTF3C3
478610,EP300,GTF3C2
478611,EP300,GTF3C5
478650,MTA1,EP300
478782,EP300,SMAD5
479078,EP300,UBTF
479851,RUNX3,EP300
480628,EPC1,EP300
480649,EP300,HSP90AA2P
480701,NFKB1,EP300
480702,IRF1,EP300
480819,EP300,HIST2H2AC
481586,JUND,EP300
481751,EP300,ETV1
482478,EP300,KLF13
482688,HCVGP1,EP300
482796,EP300,PGR
483390,EP300,PITX2
483474,PTMS,EP300
483478,TRIM28,ZNF224
483497,EP300,JUN
483514,EP300,BCL6
483521,AR,EP300
483565,ATXN3,EP300
483599,CTBP1,EP300
483629,MTF1,EP300
483702,EP300,NPM1
484136,EP300,GRIP1
485586,RARA,EP300
485782,EP300,HIST1H2AB
485783,EP300,HIST1H2BB
486688,EP300,SREBF1
502893,EP300,DEK
503160,ATXN7,EP300
503282,YAP1,EP300
503283,TP73,EP300
503342,EP300,SMAD3A
503343,EP300,SMAD3B
504103,EP300,HIST1H1D
504104,EP300,HIST2H2AB
504139,EP300,TAT
504653,VDR,EP300
505087,MYB,EP300
505088,PFDN5,TRIM28
505097,SRCAP,EP300
505182,TRIM28,STAT1
506191,GATA4,EP300
506230,EP300,PRMT1
506272,CDKN1A,EP300
506590,EP300,HIST1H2AC
506591,EP300,H2B
506592,EP300,H4
506593,EP300,H3F3A
511044,EP300,NFYB
511392,TCF12,EP300
511449,JUNB,EP300
511452,SRY,EP300
