,InteractorA,InteractorB
1267422,DHX15,PRPF19
1267423,ISY1,PRPF19
1267424,ISY1-RAB43,PRPF19
1267425,MTHFD1,PRPF19
1267426,PDIA5,PRPF19
1267438,UBE2A,PRPF19
1268876,PRPF19,RNF113B
1270480,PRPF19,RPN1
1271876,SFPQ,SERBP1
1272034,DDX17,SFPQ
1272036,PGK1,SFPQ
1272037,TARS,SFPQ
1272038,WBP11,SFPQ
1272515,NXF1,SPTBN1
1272814,PRPF19,STUB1
1274013,PRPF19,UBXN1
1274164,SFPQ,UQCRC2
1274649,SFPQ,YTHDF2
1274834,SFN,SFPQ
1275044,NTRK1,PRPF19
1275280,NTRK1,SFPQ
1277257,NFIA,SMAD4
1277258,SMAD2,NFIA
1277259,SMAD3,NFIA
1277310,SCARNA22,SFPQ
1277347,SCARNA22,PRPF19
1278539,KRAS,SFPQ
1278608,MUS81,SFPQ
1414662,KRAS,NXF1
1415383,KAT5,SFPQ
1415470,IFI16,NXF1
1416784,NXF1,NUP153
1429398,SRPK2,NXF1
1438020,OTX2,SFPQ
1438032,OTX2,NXF1
1439922,XPO1,NFIA
1441167,XPO1,PRPF19
1442575,AHSA1,SFPQ
1442656,AHSA1,PRPF19
1450590,RPL10,NXF1
1450591,UBE2I,NXF1
1450593,NUP107,NXF1
1450594,SEH1L,NXF1
1453000,PRPS1,PRPF19
1453001,SNCA,PRPF19
1453002,SMC1A,PRPF19
1453761,XRCC1,SF3B6
1462201,LIN7C,SFPQ
1462202,TSC1,SFPQ
1462203,RPL35,SFPQ
1462204,CXXC1,SFPQ
1467292,CRNKL1,PRPF19
1467294,SMEK1,PRPF19
1467295,CCDC12,PRPF19
1506161,CREB1,NFIA
1506464,RBPJ,NFIA
1507286,FOXC2,NFIA
1508837,CRY1,SFPQ
1511425,MCM2,SFPQ
1511723,MCM5,SFPQ
1512645,NF2,PRPF19
1512865,KSR1,PRPF19
1513021,USP37,PRPF19
1513901,SNW1,SF3B6
1513957,CDC5L,SF3B6
1516706,CEBPA,NXF1
1516857,MEX3C,NXF1
1517677,EGFR,SFPQ
1527581,RC3H1,SFPQ
2208614,LINC00673,PRPF19
2208615,PTPN11,PRPF19
2210870,ZNF746,SFPQ
2212012,ELAVL4,SFPQ
2214347,PPP4C,PRPF19
2218637,PRPF19,GCC1
2219990,NFIB,NFIA
2220190,PRPF19,SENP6
2220752,PRPF19,ZDBF2
2222689,PRPF19,GPATCH1
2223333,SFPQ,RBMXL1
2223334,PRPF19,CWF19L2
2224286,SFPQ,PSPC1
2224355,PRPF19,AQR
2224544,WDR83,PRPF19
2225101,GCFC2,PRPF19
2225804,PRPF19,DHX35
2226073,SFPQ,DIDO1
2226346,GPR37,NXF1
2226373,SFPQ,MMADHC
2227773,SFPQ,PRRC2A
2228379,PRPF19,CCDC18
2229375,NXF1,GLE1
2232359,PRPF19,TFIP11
2232654,PRPF19,CWF19L1
2232975,PRPF19,SLMAP
2233151,SFPQ,EWSR1
2233384,PRPF19,TP53BP2
2235194,SYF2,PRPF19
2235996,DGCR14,PRPF19
2236988,PPIE,PRPF19
2237482,PRPF19,RBM22
2238887,SFPQ,LSM14A
2241857,FAM98A,SFPQ
2243357,SFPQ,DHPS
2249564,SFPQ,SYNCRIP
2249993,NXF1,MKRN2
2251868,SNRPG,SF3B6
2252379,PRPF19,ZNF830
2255265,SFPQ,SMARCC1
2257412,NXF1,RGPD5
2257901,PRPF19,STRN
2258966,SFPQ,PRMT5
2261784,NXF1,C17ORF85
2262200,SMARCC2,SFPQ
2262421,SNRPE,SF3B6
2263417,SFPQ,NCOA5
2263478,SFPQ,PRRC2C
2263845,SFPQ,ALYREF
2264103,SFPQ,SF1
2267827,NXF1,YARS2
2268120,SFPQ,RBM27
2270703,HIP1R,SFPQ
2270714,FAM167A,PRPF19
2271463,NDEL1,PRPF19
2297072,UBC,NFIA
2330290,SF3B6,IFT22
2341328,FANCD2,SFPQ
2341411,FANCD2,NXF1
2341529,FANCD2,PRPF19
2343354,NCL,NXF1
2346618,CYLD,SFPQ
2346737,CYLD,SF3B6
2347101,CYLD,PRPF19
2360208,AAR2,PRPF19
2360257,CD2BP2,PRPF19
2360273,CD2BP2,SFPQ
2360325,EAPP,PRPF19
2360350,ECD,PRPF19
2360382,INO80B,PRPF19
2360558,SLC7A6OS,PRPF19
2360613,TSSC4,PRPF19
2360727,ZNHIT2,PRPF19
2360748,ZNHIT3,PRPF19
2360909,COX15,SF3B6
2361091,DLD,SF3B6
2361232,DLD,PRPF19
2361362,DLST,SF3B6
2361390,DLST,PRPF19
2361554,DNM1L,SF3B6
2361715,HSD17B10,PRPF19
2361727,HSD17B10,SF3B6
2361967,PDHA1,PRPF19
2362568,VDAC1,SF3B6
2376928,TRIM25,PRPF19
2378965,TRIM25,SFPQ
2381478,UBE2A,SFPQ
2383641,BRCA1,SFPQ
2384008,BRCA1,PRPF19
2384079,LMNA,PRPF19
2384107,LMNA,SFPQ
2385644,MTF1,PRPF19
2391343,MCM9,SF3B6
2391617,FAM92A,SFPQ
2391731,TTC23,SFPQ
2391922,1600002H07RIK,SFPQ
2397721,HNRNPL,NFIA
2448592,HNRNPK,PRPF19
2448651,HNRNPK,SFPQ
2449007,PAWR,SFPQ
2461458,FBXO7,NFIA
2464597,TRIM14,PRPF19
2464598,TRIM14,SF3B6
2468065,PPP4R2,SF3B6
2468071,PPP4R2,PRPF19
2468610,PTCH1,PRPF19
2470331,PRPF19,RFWD3
2471035,CTNNB1,SFPQ
2471437,MED12,PRPF19
2471512,PCBP1,SFPQ
2472433,CTNNB1,PRPF19
2472809,HSPA8,PRPF19
2472988,KRAS,PRPF19
2484472,CUL4B,SFPQ
2485476,UBE2M,SFPQ
2485678,PYHIN1,SF3B6
2486958,PRPF8,SFPQ
2487999,AAR2,SF3B6
2488066,AAR2,SFPQ
2488667,PIH1D1,SFPQ
2489681,NFKB1,SF3B6
2489737,TNIP2,SFPQ
2489861,TNIP2,PRPF19
2490265,YLPM1,SFPQ
2490322,TNIP2,SF3B6
2490805,NKX2-1,NXF1
2490845,NKX2-1,SFPQ
2491653,WDTC1,NXF1
2492092,RNF4,SFPQ
2492529,CHD3,SFPQ
2492698,CHD3,PRPF19
2492714,CHD3,SF3B6
2493249,CHD4,SFPQ
2493459,CHD4,PRPF19
2493472,CHD4,SF3B6
2494749,TNF,SFPQ
2497329,FAM188B,PRPF19
2498141,RIOK1,PRPF19
2498328,RIOK1,SFPQ
2512136,ITM2B,PRPF19
2515951,BPLF1,SFPQ
2516147,FGF11,PRPF19
2516175,FGF11,SFPQ
2519871,ESR2,NXF1
2521002,ESR2,SF3B6
2521898,HEXIM1,SFPQ
2521948,HEXIM1,PRPF19
2522193,HEXIM1,SF3B6
2522687,MEPCE,SFPQ
2523437,LARP7,SFPQ
2523526,LARP7,PRPF19
2523805,LARP7,SF3B6
2524479,RUNX1,SFPQ
2525534,RNF123,SFPQ
2528250,AGR2,NFIA
2528837,AGR2,PRPF19
2528948,AGR2,SFPQ
2531639,RECQL4,NXF1
2531761,RECQL4,PRPF19
2531992,RECQL4,SFPQ
2533473,SOX2,NFIA
2533995,DCPS,SFPQ
2534000,DCPS,SF3B6
2534040,DCPS,PRPF19
2535551,CEBPA,PRPF19
2535611,CEBPB,PRPF19
2535622,CEBPB,SFPQ
2535645,TNRC6A,SFPQ
2536214,PIK3R1,SFPQ
2536223,PIK3R1,PRPF19
2536798,RNF144A,SFPQ
2537339,REST,SFPQ
2540000,ZFP36L2,SFPQ
2541369,MYC,SFPQ
2542081,MYC,NXF1
2542100,MYC,PRPF19
2542126,MYC,SF3B6
2544148,CDK9,SFPQ
2546574,PRKAB1,SF3B6
2546660,PRKAA1,PRPF19
2552509,HIST1H3A,NFIA
2558226,LMNA,NFIA
2562284,TP53BP1,SFPQ
2562656,MDC1,SFPQ
2565838,KIAA1429,SFPQ
2566139,METTL3,SFPQ
2566211,METTL14,SFPQ
2566906,KIAA1429,SF3B6
2567005,KIAA1429,PRPF19
2567586,PSME3,SF3B6
2570933,RC3H1,PRPF19
2571602,RC3H2,PRPF19
2573519,ATG16L1,SF3B6
2574664,CTDP1,SF3B6
2574837,PSMA3,SFPQ
2575626,ACTC1,SFPQ
2575979,RAD51D,SFPQ
2593007,PHB,SFPQ
2593125,PHB,SF3B6
2593293,PHB,NXF1
2599949,ARMC12,SFPQ
2603910,CHEK2,SFPQ
2606456,DISC1,NXF1
2606871,USP14,SFPQ
2607391,NR2C2,PRPF19
2607517,NR2C2,SFPQ
2608010,NR2C2,SF3B6
2608408,NR2C2,NXF1
2614295,SETD1A,PRPF19
2615139,ZFYVE21,SFPQ
2616855,XRCC6,PRPF19
2616878,XRCC6,SFPQ
2617717,MECOM,PRPF19
2617794,OTUB2,PRPF19
2620133,TFE3,SFPQ
2622307,ATXN1,SFPQ
2622619,ATXN1,PRPF19
2622670,ATXN1,SF3B6
2623749,ATXN3,SF3B6
2623750,ATXN3,SFPQ
2624199,VRK1,SFPQ
2624330,VRK1,PRPF19
2630068,SFPQ,SND1
2631100,HIST1H4A,NFIA
2631863,HIST1H4A,PRPF19
2631943,HIST1H4A,NXF1
2632079,HIST1H4A,SFPQ
2633349,DYRK1A,SFPQ
2635794,OAS3,PRPF19
2636792,MAB21L2,SFPQ
2636960,SCARB2,SFPQ
2638810,SNRNP70,NXF1
2639183,SNRNP70,SFPQ
2639918,DPPA3,SFPQ
2643985,ITFG1,SF3B6
2644073,ITFG1,PRPF19
2644263,FUS,PRPF19
2644397,TAF15,SFPQ
2644417,TAF15,PRPF19
2644550,MATR3,SFPQ
2645084,GSK3B,SFPQ
2649738,OTUD4,SFPQ
2653257,BIRC3,SFPQ
2653479,BIRC3,NXF1
2653521,BIRC3,PRPF19
2654167,STAU1,PRPF19
2656218,NFX1,SF3B6
2657069,WWP2,SFPQ
2657212,WWP2,PRPF19
2657918,BRD7,PRPF19
2657932,BRD7,NXF1
2660198,ERCC6,SFPQ
2660678,ITGB3,SFPQ
2661768,DNAJC17,PRPF19
2662362,PRPF19,BZW1
2662363,SFPQ,BZW1
2664512,PRPF19,PPIL1
2664616,ALYREF,PRPF19
2664617,HNRNPA3,PRPF19
2664618,HNRNPH1,PRPF19
2664619,LSM2,PRPF19
2664620,LSM3,PRPF19
2664621,NUDC,PRPF19
2664622,SNRPD3,PRPF19
2664623,SNRPG,PRPF19
2664846,PRPF19,RBM8A
2665515,MYEF2,SFPQ
2668752,PRPF19,DYNC1H1
2668754,SFPQ,DYNC1H1
2669886,SFPQ,HNRNPAB
2669932,PRPF19,HNRNPF
2671907,NSUN2,NXF1
2672332,SFPQ,PLRG1
2672594,FRG1,PRPF19
2672595,HNRNPA2B1,PRPF19
2672596,HNRNPU,PRPF19
2672598,PABPC1,PRPF19
2672602,SFPQ,PRPF19
2672604,SYNCRIP,PRPF19
2675355,CAPRIN1,SFPQ
2675357,DDB1,SFPQ
2675358,DDX5,SFPQ
2675359,EEF1A1,SFPQ
2675362,HNRNPU,SFPQ
2675363,HSPA5,SFPQ
2675364,HSPA8,SFPQ
2675365,PFKL,SFPQ
2675368,SNRNP200,SFPQ
2675370,SNRPD3,SFPQ
2675372,TRIM28,SFPQ
2675436,PRPF19,SKIV2L2
2684223,CWC27,PRPF19
2686161,SNRPD1,SFPQ
2686164,SRSF1,SFPQ
2689926,TRIM28,NXF1
2691210,PPIA,PRPF19
2691211,PPIA,SFPQ
2691791,PSAP,SFPQ
2692054,EP300,SF3B6
2692080,EP300,PRPF19
2693332,CMTR1,PRPF19
2697342,GPBP1,NXF1
2702565,ZNF343,NXF1
2704732,DGCR14,NXF1
2710643,HOXA1,NXF1
2712523,BLMH,NXF1
2713300,BIRC2,NXF1
2714178,BACH2,NXF1
2720248,PPP1R12C,NXF1
2721028,BECN1,NXF1
2721339,AUNIP,NXF1
2722152,ECSIT,NXF1
2723340,TBC1D14,NXF1
2723673,MTUS2,NXF1
2724228,KATNBL1,NXF1
2724586,UBQLN1,NXF1
2724954,PRPH,NXF1
2727012,GABARAPL1,NFIA
2727136,SYCP3,NXF1
2727381,SLAIN1,NXF1
2727733,FTO,NXF1
2730315,CCDC120,NXF1
2730571,BIN3,NXF1
2730860,SH3GLB2,NXF1
2730936,CAMK2G,NXF1
2731342,PIH1D2,NXF1
2731376,C11ORF57,NXF1
2731518,TEX9,NXF1
2733938,HSF2BP,NXF1
2734086,SPATC1L,NXF1
2734263,VPS28,NXF1
2734332,C5ORF45,NXF1
2734741,NXF1,MBD3L1
2734742,NXF1,GTPBP2
2734743,NXF1,LINC00521
2734744,NXF1,CLK2
2734745,NXF1,CLK3
2734746,NXF1,C12ORF40
2734747,NXF1,FAM9A
2734748,NXF1,ZNF438
2734749,NXF1,LCE3E
2734750,NXF1,PRKAR1B
2734751,NXF1,ZNF250
2734752,NXF1,LINC00238
2734753,NXF1,GOLGA6L9
2734754,NXF1,PRR3
2734756,NXF1,HOMEZ
2734757,NXF1,CCDC7
2734758,NXF1,C10ORF55
2734759,NXF1,BTBD18
2734760,NXF1,TCP10L
2734761,NXF1,KCTD7
2734762,NXF1,ISY1-RAB43
2734974,NFIA,PLEKHF2
2748016,ZBTB7B,PRPF19
2749678,PLEKHA4,NXF1
2750134,PLEKHA4,PRPF19
2750290,PLEKHA4,SF3B6
2751141,PLEKHA4,SFPQ
2752661,PINK1,SFPQ
2754362,FANCD2,SF3B6
2759036,PTEN,PRPF19
2759279,HCVGP1,PRPF19
2759493,HCVGP1,SFPQ
2759612,LINC01554,SFPQ
2759822,MIRLET7A1,SFPQ
2759917,MIRLET7A2,SFPQ
2760016,MIRLET7A3,SFPQ
2760114,MIRLET7B,SFPQ
2760213,MIRLET7C,SFPQ
2760312,MIRLET7D,SFPQ
2760414,MIRLET7E,SFPQ
2760507,MIRLET7F1,SFPQ
2760604,MIRLET7F2,SFPQ
2760718,MIRLET7G,SFPQ
2760828,MIRLET7I,SFPQ
2760910,MIR98,SFPQ
2760997,MIR1-1,SFPQ
2761075,MIR1-2,SFPQ
2761172,MIR7-1,SFPQ
2761260,MIR7-2,SFPQ
2761336,MIR7-3,SFPQ
2761418,MIR9-1,SFPQ
2761494,MIR9-2,SFPQ
2761561,MIR9-3,SFPQ
2761640,MIR10B,SFPQ
2761712,MIR15A,SFPQ
2761814,MIR15B,SFPQ
2761887,MIR16-1,SFPQ
2761971,MIR16-2,SFPQ
2762052,MIR17,SFPQ
2762127,MIR18A,SFPQ
2762207,MIR18B,SFPQ
2762306,MIR19A,SFPQ
2762408,MIR19B1,SFPQ
2762501,MIR19B2,SFPQ
2762578,MIR20A,SFPQ
2762659,MIR20B,SFPQ
2762752,MIR21,SFPQ
2762853,MIR25,SFPQ
2762940,MIR29A,SFPQ
2763013,MIR29B1,SFPQ
2763083,MIR29B2,SFPQ
2763168,MIR29C,SFPQ
2763253,MIR31,SFPQ
2763351,MIR34A,SFPQ
2763461,MIR34B,SFPQ
2763543,MIR34C,SFPQ
2763618,MIR92A1,SFPQ
2763702,MIR92A2,SFPQ
2763785,MIR93,SFPQ
2763868,MIR106A,SFPQ
2763963,MIR106B,SFPQ
2764048,MIR107,SFPQ
2764121,MIR122,SFPQ
2764209,MIR128-1,SFPQ
2764307,MIR128-2,SFPQ
2764375,MIR138-1,SFPQ
2764459,MIR138-2,SFPQ
2764525,MIR140,SFPQ
2764615,MIR141,SFPQ
2764693,MIR143,SFPQ
2764772,MIR145,SFPQ
2764863,MIR155,SFPQ
2764944,MIR199A1,SFPQ
2765022,MIR199A2,SFPQ
2765099,MIR200A,SFPQ
2765181,MIR200B,SFPQ
2765271,MIR200C,SFPQ
2765361,MIR205,SFPQ
2765437,MIR206,SFPQ
2765529,MIR214,SFPQ
2765619,MIR221,SFPQ
2765696,MIR222,SFPQ
2765789,MIR363,SFPQ
2765865,MIR429,SFPQ
2765941,MIR451A,SFPQ
2766668,VIM,SFPQ
2766673,NFKB1,SFPQ
2776757,ZC3H18,SFPQ
2776837,ZC3H18,PRPF19
2778901,HDAC1,PRPF19
2779805,PRKAR1A,NXF1
2780303,PRKD1,SFPQ
2782171,ERBB3,SF3B6
2783379,MTHFS,SFPQ
2783528,UTP20,SFPQ
2783831,SFPQ,WDR7
2784249,ZFAND4,SF3B6
2785089,BCAP31,SF3B6
2785766,RSL1D1,NXF1
2786346,FLNA,PRPF19
2786360,SFPQ,SLC12A2
2786361,SFPQ,ATP11C
2788456,SNIP1,PRPF19
2788475,SNIP1,SF3B6
2788908,ANKRD55,NXF1
2789089,SOX2,PRPF19
2789135,IGFBP3,SFPQ
2789150,PRKDC,SFPQ
2790856,M,PRPF19
2791669,NSP13,PRPF19
2792291,NSP4,PRPF19
2793275,NSP6,PRPF19
2794525,ORF3A,PRPF19
2795120,ORF6,NXF1
2795706,ORF7A,PRPF19
2796421,ORF7B,PRPF19
2803954,ESR1,NXF1
2804748,ESR1,SF3B6
2810093,WAPAL,SFPQ
2810388,MAU2,SFPQ
2810408,MAU2,PRPF19
2811013,LAMTOR5,SFPQ
2812602,CELF1,SFPQ
2815230,NXF1,ARID3B
2815233,NXF1,C19ORF47
2815234,NXF1,CACTIN
2815235,NXF1,CDC73
2815236,NXF1,CEBPZ
2815237,NXF1,COIL
2815238,NXF1,CPSF6
2815239,NXF1,DACH1
2815245,NXF1,MCM3AP
2815246,NXF1,MPHOSPH10
2815247,NXF1,MRPS7
2815248,NXF1,MRPS9
2815251,NXF1,NFIB
2815252,NXF1,NOC4L
2815256,NXF1,NUP133
2815258,NXF1,NUP50
2815259,NXF1,NUP54
2815264,NXF1,PARN
2815267,NXF1,POM121
2815268,NXF1,POM121C
2815270,NXF1,PPIL4
2815271,NXF1,PRPF38A
2815273,NXF1,RAVER1
2815274,NXF1,RBM20
2815275,NXF1,RBM26
2815276,NXF1,RBM33
2815278,NXF1,RP9
2815279,NXF1,RPS15A
2815280,NXF1,RRP12
2815281,NXF1,SET
2815282,NXF1,SF1
2815285,NXF1,SUPT6H
2815286,NXF1,UTP14A
2815287,NXF1,WDR36
2815289,NXF1,WIZ
2815290,NXF1,WRN
2815292,NXF1,YLPM1
2815293,NXF1,ZC3H14
2815493,PRPF19,C1ORF52
2815497,PRPF19,CEP192
2815500,PRPF19,FNBP4
2815501,PRPF19,IFT57
2815503,PRPF19,NUFIP1
2815504,PRPF19,PFDN1
2815505,PRPF19,PFDN5
2815506,PRPF19,PJA2
2815508,PRPF19,PPP1R8
2815511,PRPF19,SMEK2
2815514,PRPF19,RBM6
2815516,PRPF19,SNRNP40
2815518,PRPF19,STRN4
2815519,PRPF19,TBK1
2815520,PRPF19,UBR4
2818159,NXF1,CPSF4
2818161,NXF1,DAP3
2818163,NXF1,KPNA4
2818164,NXF1,MCM10
2818165,NXF1,MSH3
2818166,NXF1,NKAP
2818168,NXF1,NUP155
2818169,NXF1,NUPL1
2818170,NXF1,PIAS1
2818172,NXF1,PTCD3
2818174,NXF1,RBM27
2818175,NXF1,SDAD1
2818179,NXF1,WDR33
2818180,NXF1,ZBTB9
2818224,PRPF19,CCP110
2818225,PRPF19,MAGED1
2818825,NXF1,HIST1H3A
2818827,NXF1,KPNA3
2818828,NXF1,RGPD1
2818829,NXF1,SUGP1
2819146,NXF1,CSNK2A2
2819155,PRPF19,VBP1
2819345,NXF1,ANP32E
2819346,NXF1,BYSL
2819347,NXF1,CLP1
2819348,NXF1,CLSPN
2819349,NXF1,HLTF
2819350,NXF1,MORC2
2819351,NXF1,MRPS24
2819353,NXF1,RGPD6
2819354,NXF1,RPL23
2819355,NXF1,U2AF2
2819388,PRPF19,N4BP2
2820019,NEK4,PRPF19
2820105,NEK4,SFPQ
2822688,DUX4,SFPQ
2822780,DUX4L9,SFPQ
2823322,CIT,SFPQ
2823370,CIT,PRPF19
2824023,CIT,NFIA
2825912,CHMP4B,SFPQ
2826461,CHMP4C,SF3B6
2826586,CHMP4C,PRPF19
2826650,CHMP4C,SFPQ
2826709,CHMP4C,NXF1
2828871,ECT2,PRPF19
2829428,KIF14,PRPF19
2829449,KIF14,SFPQ
2830154,KIF14,SF3B6
2831412,KIF20A,PRPF19
2831452,KIF20A,SFPQ
2831951,KIF23,SFPQ
2832428,KIF23,SF3B6
2832950,PRC1,SFPQ
2833269,PRC1,NXF1
2833279,PRC1,PRPF19
2844188,ARHGAP26,SF3B6
2845430,ARHGAP23,SF3B6
2846164,NGEF,SF3B6
2846268,PLEKHG5,SF3B6
2846329,SOS2,SF3B6
2849026,C8ORF82,SFPQ
2862634,MKI67,NXF1
2873267,HNRNPH1,SFPQ
2877357,INS,SFPQ
2878596,NDN,SFPQ
2879479,SFPQ,BIN1
2881666,HULC,SFPQ
2882505,ZNF263,SFPQ
2883640,BRD4,SFPQ
2885499,NINL,PRPF19
2886592,NUPR1,PRPF19
2886672,NUPR1,SF3B6
2886673,NUPR1,SFPQ
2888729,RBM45,SFPQ
2889060,CEBPA,SF3B6
2890971,CIC,NFIA
2891048,CIC,SFPQ
2891250,CIC,PRPF19
2891255,CIC,SF3B6
2892039,BRD4,NXF1
2899436,APC2,SFPQ
2899626,APC2,PRPF19
2900481,GLI1,PRPF19
2901153,TARDBP,SFPQ
2901718,CFD,SFPQ
2902214,FNDC5,SFPQ
2902872,CFD,SF3B6
2903371,FNDC5,SF3B6
2904837,RBM39,SFPQ
2904875,RBM39,SF3B6
2905842,FBP1,SFPQ
2906881,NSP15,NXF1
2907871,LGALS9,SFPQ
2907910,LGALS9,PRPF19
2908835,ADNP,SFPQ
2909759,METTL21E,PRPF19
2909819,METTL21E,SFPQ
2910283,IFI16,SFPQ
2910417,IFI16,PRPF19
2932133,WDR76,SFPQ
2932548,EIF3F,SFPQ
2932982,NR3C1,NFIA
2934011,BKRF1,NXF1
2934185,SFPQ,NEAT1
2934186,SFPQ,LOC100506753
2936164,VPR,SFPQ
2940108,DNAJC8,SF3B6
2942777,EIF5A,SFPQ
2944751,SFPQ,RPL23A
2945082,NUDT21,SFPQ
2945140,NUFIP2,SFPQ
2945552,RPS19,SFPQ
2945771,SF3B6,TTC33
2946101,NDC80,SFPQ
2946337,PPIL4,SFPQ
2947139,SF3B6,KDM4D
2947614,DDX42,SFPQ
2947750,TSPYL5,SFPQ
2948164,METTL17,SFPQ
2948334,CPSF7,SFPQ
2949129,PPP1R10,SFPQ
2949380,SP100,SFPQ
2951375,SF3A3,SF3B6
2951389,FAM76B,SFPQ
2952741,MEX3C,PRPF19
2952746,MEX3D,PRPF19
2952773,MKRN1,PRPF19
2952784,MKRN1,SFPQ
2952815,MKRN2,PRPF19
2952844,NFX1,PRPF19
2952864,PHRF1,PRPF19
2952876,PRPF19,TCOF1
2952889,RBBP6,PRPF19
2952928,UNKL,PRPF19
2952949,GLE1,PRPF19
2953620,KDF1,SFPQ
2953720,FZR1,PRPF19
2953845,FZR1,NXF1
2956249,DDX58,SFPQ
2970637,OGT,PRPF19
2970932,OGT,SFPQ
2971576,BAG5,PRPF19
2972049,CD274,NXF1
2972232,CD274,SFPQ
2972404,SPOP,SFPQ
2974236,UFL1,PRPF19
2974374,UFL1,SFPQ
2974506,UFL1,SF3B6
2975102,DDRGK1,PRPF19
2975595,DDRGK1,SFPQ
2976213,TP53,SFPQ
2976234,TP53,NXF1
2983728,COIL,NFIA
2989751,GOLGA2,NFIA
2989973,HIST1H2BG,NFIA
2998615,PARP1,NFIA
2999653,PEX3,NXF1
3000105,POLR1E,NXF1
3009343,TERF2IP,NFIA
3012219,TRIM37,SFPQ
3013175,YBX1,PRPF19
3013846,ATG10,SFPQ
3014541,VPS35,PRPF19
3016181,FZR1,SFPQ
3018659,FMR1,SFPQ
3018887,FXR1,SFPQ
3019005,FXR2,SFPQ
3021227,WDR5,PRPF19
3021346,WDR5,NXF1
3021480,WDR5,SFPQ
3021737,WDR5,SF3B6
3022493,MAP4K2,SF3B6
3023251,NUDCD2,SF3B6
3023777,NAA40,PRPF19
3023929,NAA40,SFPQ
3025231,BGLT3,SFPQ
3026603,ZBTB2,PRPF19
3062235,PTP4A3,SFPQ
3065487,KRT222,PRPF19
3069497,TACC3,PRPF19
3081420,ANKRD50,SFPQ
3089083,TMEM14B,SFPQ
3100688,SFPQ,TRIM68
3101035,SFPQ,LONP1
3115249,SFPQ,CYCS
3155559,PRPF19,CCDC130
3156646,PRPF19,NKTR
3174896,PNN,PRPF19
3193885,PRPF19,LINS
3197447,SPRTN,SF3B6
3198358,MECP2,PRPF19
3198948,BTF3,SFPQ
3199084,ATXN3,PRPF19
3199096,SLFN11,SFPQ
3199255,SLFN11,NXF1
3201071,EP300,SFPQ
3202039,FBXW7,SFPQ
3202714,FBXW7,PRPF19
3203246,NXF1,PRRC2B
3203258,NXF1,VIM
3203305,NXF1,SNRPA
3203306,NXF1,DMRTB1
3203338,SFPQ,CTTN
3203369,NXF1,NME1
3203402,NXF1,C1ORF35
3203434,NXF1,KRT31
3203444,SFPQ,CTBP1
3203456,PRPF19,CTBP1
3203473,NXF1,SRSF4
3203477,SFPQ,DMRTB1
3203507,SFPQ,TFIP11
3203509,NXF1,CTTN
3203617,SFPQ,EXOSC8
3203663,NXF1,ALDOA
3203698,NXF1,RBPMS
3203721,NXF1,QKI
3203741,NXF1,KIF24
3203744,NXF1,CEP55
3203829,NXF1,PURB
3203845,NXF1,SRSF8
3203929,NXF1,BICD2
3203946,NXF1,RBFOX2
3203956,NXF1,DDX50
3203992,SFPQ,CEP55
3204003,NXF1,PEG10
3204007,NXF1,RBM22
3204048,SF3B6,RPL4
3204089,SFPQ,KRT31
3204096,NXF1,APOBEC3C
3204113,NXF1,VAPA
3204138,NXF1,RALYL
3204171,SFPQ,SF3B4
3204173,PRPF19,RBFOX2
3204176,NXF1,ZC3HAV1
3204242,PRPF19,SMNDC1
3204343,NXF1,SF3B2
3204354,NXF1,MAPRE3
3204369,NXF1,SRSF3
3204388,NXF1,SRSF9
3204390,NXF1,RBM14
3204397,NXF1,DYNLT1B
3204401,SFPQ,RBM14
3204406,NXF1,SRSF6
3204412,NXF1,EIF3G
3204414,NXF1,PSPC1
3204422,NXF1,NUDT21
3204455,SFPQ,CPSF6
3204471,NXF1,TXN1
3204476,NXF1,MAPRE1
3204529,SFPQ,CSTF2T
3204582,NXF1,CSTF2T
3204628,PRPF19,SRRM3
3204743,NXF1,BBS5
3204868,NXF1,FEZ2
3204893,NXF1,TSNAX
3204981,NXF1,2700060E02RIK
3213942,E,NXF1
3304593,CCNF,SFPQ
3305402,CCNF,SF3B6
3306013,HECTD1,NXF1
3306032,HECTD1,SFPQ
3306636,CALCOCO2,PRPF19
3310111,NSP14,SFPQ
3311058,SIRT6,NXF1
3311934,DGCR8,PRPF19
3312104,TCEB3,PRPF19
3313258,T,NFIA
3313457,ELF1,NFIA
3313759,ELK3,NFIA
3313831,ERG,NFIA
3313981,ETV3,NFIA
3314109,ETV7,NFIA
3314188,FEV,NFIA
3314329,FOS,NFIA
3314411,FOXI1,NFIA
3314482,FOXL1,NFIA
3314638,GATA2,NFIA
3314765,GATA3,NFIA
3314822,GCM1,NFIA
3314924,NHLH1,NFIA
3314995,EN1,NFIA
3315097,HNF1B,NFIA
3315225,HNF4A,NFIA
3315415,IRF4,NFIA
3315462,IRF8,NFIA
3315508,KLF12,NFIA
3315819,KLF16,NFIA
3315995,KLF3,NFIA
3316077,KLF4,NFIA
3316103,KLF5,NFIA
3316312,KLF8,NFIA
3316575,LHX2,NFIA
3316750,LHX3,NFIA
3316842,LHX4,NFIA
3316973,MYB,NFIA
3317133,MYOD1,NFIA
3317216,NFIA,YY1
3317217,NFIA,FOXA1
3317218,NFIA,CREBBP
3317219,NFIA,FOXP1
3317220,NFIA,ZNF281
3317221,NFIA,EP300
3317222,NFIA,ELF2
3317224,NFIA,TCF7L2
3317225,NFIA,BCL9
